DATE,DISTRICT_NS,STATE,DISTRICT,CIRCUIT,CIRCUIT_NUM,CHAP_12_j,CHAP_12_j_q,CHAP_12_q,CHAP_12_impute,impute,YEAR,FISCAL_YEAR
2009-06-30,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,0.75,1,1,1,2009,2009
2009-09-30,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,3,0.75,1,1,1,2009,2009
2009-12-31,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,1,2,2,2,2009,2010
2010-03-31,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,1,1,1,1,2010,2010
2010-06-30,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,1,0,0,0,2010,2010
2010-09-30,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,4,1,1,1,1,2010,2010
2010-12-31,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,1,1,1,1,2010,2011
2011-03-31,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,1,1,1,1,2011,2011
2011-06-30,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,1,1,1,1,2011,2011
2011-09-30,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,4,1,1,1,1,2011,2011
2011-12-31,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,0,0,0,0,2011,2012
2012-03-31,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,0,0,0,0,2012,2012
2012-06-30,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,0,0,0,0,2012,2012
2012-09-30,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,0,0,0,0,0,2012,2012
2012-12-31,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,0.25,0,0,0,2012,2013
2013-03-31,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,0.25,0,0,0,2013,2013
2013-06-30,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,0.25,0,0,0,2013,2013
2013-09-30,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,1,0.25,1,1,1,2013,2013
2013-12-31,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,0,0,0,0,2013,2014
2014-03-31,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,0,0,0,0,2014,2014
2014-06-30,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,0,0,0,0,2014,2014
2014-09-30,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,0,0,0,0,0,2014,2014
2014-12-31,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,0,0,0,0,2014,2015
2015-03-31,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,0,0,0,0,2015,2015
2015-06-30,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,0,0,0,0,2015,2015
2015-09-30,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,0,0,0,0,0,2015,2015
2015-12-31,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,0,0,0,0,2015,2016
2016-03-31,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,0,0,0,0,2016,2016
2016-06-30,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,0,0,0,0,2016,2016
2016-09-30,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,0,0,0,0,0,2016,2016
2016-12-31,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,0.25,0,0,0,2016,2017
2017-03-31,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,0.25,0,0,0,2017,2017
2017-06-30,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,0.25,0,0,0,2017,2017
2017-09-30,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,0.25,0,0,0,2017,2017
2017-12-31,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,0.25,0,0,0,2017,2018
2018-03-31,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,0.25,0,0,0,2018,2018
2018-06-30,UT,UTAH,UTAH,TENTH CIRCUIT,10TH,NA,0.25,2,2,2,2018,2018
1986-12-31,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,0.25,NA,0.25,NA,1986,1987
1987-03-31,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,0.25,NA,0.25,0,1987,1987
1987-06-30,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,0.25,NA,0.25,0,1987,1987
1987-09-30,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,1,0.25,NA,0.25,1,1987,1987
1987-12-31,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,0.75,NA,0.75,1,1987,1988
1988-03-31,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,0.75,NA,0.75,1,1988,1988
1988-06-30,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,0.75,NA,0.75,0,1988,1988
1988-09-30,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,3,0.75,NA,0.75,1,1988,1988
1988-12-31,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,1.5,NA,1.5,1,1988,1989
1989-03-31,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,1.5,NA,1.5,1,1989,1989
1989-06-30,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,1.5,NA,1.5,3,1989,1989
1989-09-30,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,6,1.5,NA,1.5,1,1989,1989
1989-12-31,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,0.5,NA,0.5,0,1989,1990
1990-03-31,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,0.5,NA,0.5,2,1990,1990
1990-06-30,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,0.5,NA,0.5,0,1990,1990
1990-09-30,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,2,0.5,NA,0.5,0,1990,1990
1990-12-31,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,4,NA,4,3,1990,1991
1991-03-31,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,4,NA,4,2,1991,1991
1991-06-30,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,4,NA,4,6,1991,1991
1991-09-30,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,16,4,NA,4,5,1991,1991
1991-12-31,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,3.5,NA,3.5,6,1991,1992
1992-03-31,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,3.5,NA,3.5,2,1992,1992
1992-06-30,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,3.5,NA,3.5,4,1992,1992
1992-09-30,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,14,3.5,NA,3.5,2,1992,1992
1992-12-31,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,1.5,NA,1.5,2,1992,1993
1993-03-31,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,1.5,NA,1.5,4,1993,1993
1993-06-30,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,1.5,NA,1.5,0,1993,1993
1993-09-30,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,6,1.5,NA,1.5,0,1993,1993
1993-12-31,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,2,NA,2,2,1993,1994
1994-03-31,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,2,NA,2,0,1994,1994
1994-06-30,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,2,NA,2,3,1994,1994
1994-09-30,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,8,2,NA,2,3,1994,1994
1994-12-31,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,1,NA,1,1,1994,1995
1995-03-31,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,1,NA,1,0,1995,1995
1995-06-30,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,1,NA,1,2,1995,1995
1995-09-30,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,4,1,NA,1,1,1995,1995
1995-12-31,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,1.75,2,2,2,1995,1996
1996-03-31,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,1.75,2,2,2,1996,1996
1996-06-30,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,1.75,2,2,2,1996,1996
1996-09-30,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,7,1.75,1,1,1,1996,1996
1996-12-31,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,1,1,1,1,1996,1997
1997-03-31,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,1,0,0,0,1997,1997
1997-06-30,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,1,2,2,2,1997,1997
1997-09-30,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,4,1,1,1,1,1997,1997
1997-12-31,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,3,4,4,4,1997,1998
1998-03-31,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,3,3,3,3,1998,1998
1998-06-30,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,3,3,3,3,1998,1998
1998-09-30,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,12,3,2,2,2,1998,1998
1998-12-31,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,2.25,0,0,0,1998,1999
1999-03-31,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,2.25,8,8,8,1999,1999
1999-06-30,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,2.25,0,0,0,1999,1999
1999-09-30,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,9,2.25,1,1,1,1999,1999
1999-12-31,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,0.75,1,1,1,1999,2e3
2000-03-31,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,0.75,2,2,2,2e3,2e3
2000-06-30,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,0.75,0,0,0,2e3,2e3
2000-09-30,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,3,0.75,0,0,0,2e3,2e3
2000-12-31,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,0.25,0,0,0,2e3,2001
2001-03-31,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,0.25,1,1,1,2001,2001
2001-06-30,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,0.25,0,0,0,2001,2001
2001-09-30,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,1,0.25,0,0,0,2001,2001
2001-12-31,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,0,0,0,0,2001,2002
2002-03-31,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,0,0,0,0,2002,2002
2002-06-30,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,0,0,0,0,2002,2002
2002-09-30,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,0,0,0,0,0,2002,2002
2002-12-31,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,0.25,0,0,0,2002,2003
2003-03-31,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,0.25,0,0,0,2003,2003
2003-06-30,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,0.25,1,1,1,2003,2003
2003-09-30,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,1,0.25,0,0,0,2003,2003
2003-12-31,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,0,0,0,0,2003,2004
2004-03-31,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,0,0,0,0,2004,2004
2004-06-30,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,0,0,0,0,2004,2004
2004-09-30,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,0,0,0,0,0,2004,2004
2004-12-31,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,0.5,0,0,0,2004,2005
2005-03-31,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,0.5,0,0,0,2005,2005
2005-06-30,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,0.5,0,0,0,2005,2005
2005-09-30,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,2,0.5,2,2,2,2005,2005
2005-12-31,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,0.5,0,0,0,2005,2006
2006-03-31,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,0.5,0,0,0,2006,2006
2006-06-30,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,0.5,1,1,1,2006,2006
2006-09-30,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,2,0.5,1,1,1,2006,2006
2006-12-31,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,0.75,0,0,0,2006,2007
2007-03-31,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,0.75,2,2,2,2007,2007
2007-06-30,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,0.75,1,1,1,2007,2007
2007-09-30,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,3,0.75,0,0,0,2007,2007
2007-12-31,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,0.5,0,0,0,2007,2008
2008-03-31,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,0.5,0,0,0,2008,2008
2008-06-30,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,0.5,2,2,2,2008,2008
2008-09-30,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,2,0.5,0,0,0,2008,2008
2008-12-31,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,0.5,2,2,2,2008,2009
2009-03-31,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,0.5,0,0,0,2009,2009
2009-06-30,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,0.5,0,0,0,2009,2009
2009-09-30,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,2,0.5,0,0,0,2009,2009
2009-12-31,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,0.75,1,1,1,2009,2010
2010-03-31,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,0.75,0,0,0,2010,2010
2010-06-30,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,0.75,2,2,2,2010,2010
2010-09-30,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,3,0.75,0,0,0,2010,2010
2010-12-31,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,1.25,2,2,2,2010,2011
2011-03-31,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,1.25,1,1,1,2011,2011
2011-06-30,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,1.25,1,1,1,2011,2011
2011-09-30,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,5,1.25,1,1,1,2011,2011
2011-12-31,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,1,0,0,0,2011,2012
2012-03-31,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,1,0,0,0,2012,2012
2012-06-30,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,1,1,1,1,2012,2012
2012-09-30,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,4,1,3,3,3,2012,2012
2012-12-31,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,0.25,0,0,0,2012,2013
2013-03-31,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,0.25,0,0,0,2013,2013
2013-06-30,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,0.25,1,1,1,2013,2013
2013-09-30,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,1,0.25,0,0,0,2013,2013
2013-12-31,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,0.25,0,0,0,2013,2014
2014-03-31,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,0.25,0,0,0,2014,2014
2014-06-30,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,0.25,1,1,1,2014,2014
2014-09-30,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,1,0.25,0,0,0,2014,2014
2014-12-31,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,1,1,1,1,2014,2015
2015-03-31,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,1,0,0,0,2015,2015
2015-06-30,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,1,2,2,2,2015,2015
2015-09-30,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,4,1,1,1,1,2015,2015
2015-12-31,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,0,0,0,0,2015,2016
2016-03-31,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,0,0,0,0,2016,2016
2016-06-30,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,0,0,0,0,2016,2016
2016-09-30,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,0,0,0,0,0,2016,2016
2016-12-31,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,5.25,2,2,2,2016,2017
2017-03-31,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,5.25,1,1,1,2017,2017
2017-06-30,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,5.25,5,5,5,2017,2017
2017-09-30,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,5.25,1,1,1,2017,2017
2017-12-31,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,5.25,1,1,1,2017,2018
2018-03-31,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,5.25,1,1,1,2018,2018
2018-06-30,VT,VERMONT,VERMONT,SECOND CIRCUIT,2ND,NA,5.25,2,2,2,2018,2018
1986-12-31,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,NA,5.25,NA,5.25,NA,1986,1987
1987-03-31,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,NA,5.25,NA,5.25,12,1987,1987
1987-06-30,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,NA,5.25,NA,5.25,3,1987,1987
1987-09-30,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,21,5.25,NA,5.25,4,1987,1987
1987-12-31,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,NA,1.75,NA,1.75,3,1987,1988
1988-03-31,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,NA,1.75,NA,1.75,3,1988,1988
1988-06-30,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,NA,1.75,NA,1.75,2,1988,1988
1988-09-30,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,7,1.75,NA,1.75,-1,1988,1988
1988-12-31,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,NA,0.75,NA,0.75,2,1988,1989
1989-03-31,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,NA,0.75,NA,0.75,2,1989,1989
1989-06-30,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,NA,0.75,NA,0.75,0,1989,1989
1989-09-30,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,3,0.75,NA,0.75,-1,1989,1989
1989-12-31,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,NA,0.75,NA,0.75,1,1989,1990
1990-03-31,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,NA,0.75,NA,0.75,1,1990,1990
1990-06-30,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,NA,0.75,NA,0.75,-1,1990,1990
1990-09-30,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,3,0.75,NA,0.75,0,1990,1990
1990-12-31,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,NA,1,NA,1,0,1990,1991
1991-03-31,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,NA,1,NA,1,1,1991,1991
1991-06-30,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,NA,1,NA,1,-1,1991,1991
1991-09-30,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,4,1,NA,1,2,1991,1991
1991-12-31,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,NA,2.75,NA,2.75,4,1991,1992
1992-03-31,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,NA,2.75,NA,2.75,2,1992,1992
1992-06-30,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,NA,2.75,NA,2.75,4,1992,1992
1992-09-30,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,11,2.75,NA,2.75,-1,1992,1992
1992-12-31,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,NA,1,NA,1,0,1992,1993
1993-03-31,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,NA,1,NA,1,1,1993,1993
1993-06-30,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,NA,1,NA,1,-1,1993,1993
1993-09-30,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,4,1,NA,1,2,1993,1993
1993-12-31,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,NA,2,NA,2,0,1993,1994
1994-03-31,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,NA,2,NA,2,6,1994,1994
1994-06-30,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,NA,2,NA,2,1,1994,1994
1994-09-30,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,8,2,NA,2,-1,1994,1994
1994-12-31,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,NA,1.75,NA,1.75,0,1994,1995
1995-03-31,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,NA,1.75,NA,1.75,0,1995,1995
1995-06-30,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,NA,1.75,NA,1.75,3,1995,1995
1995-09-30,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,7,1.75,NA,1.75,2,1995,1995
1995-12-31,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,NA,2,0,0,0,1995,1996
1996-03-31,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,NA,2,1,1,1,1996,1996
1996-06-30,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,NA,2,3,3,3,1996,1996
1996-09-30,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,8,2,2,2,2,1996,1996
1996-12-31,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,NA,0.75,1,1,1,1996,1997
1997-03-31,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,NA,0.75,0,0,0,1997,1997
1997-06-30,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,NA,0.75,0,0,0,1997,1997
1997-09-30,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,3,0.75,2,2,2,1997,1997
1997-12-31,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,NA,1,1,1,1,1997,1998
1998-03-31,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,NA,1,2,2,2,1998,1998
1998-06-30,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,NA,1,0,0,0,1998,1998
1998-09-30,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,4,1,1,1,1,1998,1998
1998-12-31,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,NA,1.25,0,0,0,1998,1999
1999-03-31,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,NA,1.25,0,0,0,1999,1999
1999-06-30,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,NA,1.25,2,2,2,1999,1999
1999-09-30,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,5,1.25,2,2,2,1999,1999
1999-12-31,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,NA,0.75,0,0,0,1999,2e3
2000-03-31,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,NA,0.75,1,1,1,2e3,2e3
2000-06-30,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,NA,0.75,2,2,2,2e3,2e3
2000-09-30,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,3,0.75,0,0,0,2e3,2e3
2000-12-31,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,NA,0,0,0,0,2e3,2001
2001-03-31,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,NA,0,0,0,0,2001,2001
2001-06-30,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,NA,0,0,0,0,2001,2001
2001-09-30,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,0,0,0,0,0,2001,2001
2001-12-31,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,NA,0,0,0,0,2001,2002
2002-03-31,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,NA,0,0,0,0,2002,2002
2002-06-30,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,NA,0,0,0,0,2002,2002
2002-09-30,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,0,0,0,0,0,2002,2002
2002-12-31,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,NA,0.25,1,1,1,2002,2003
2003-03-31,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,NA,0.25,0,0,0,2003,2003
2003-06-30,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,NA,0.25,0,0,0,2003,2003
2003-09-30,VAE,VIRGINIA,VIRGINIA EASTERN,FOURTH CIRCUIT,4TH,1,0.25,0,0,0,2003,2003
